pivot_sample,confirmation_sample,elapsed_seconds,timestampUs,x,y,angle,incoming_pixels,outgoing_pixels,incoming_speed,outgoing_speed,rejected_by
415,416,9.337059,1789749913903068,82.62491607666016,134.20506286621094,4.9414024009060356,11.080701886188352,12.041079058205975,552.8740587859671,1185.0289398883945,"cooldown,angle"
425,426,9.497491,1789749914063497,26.016971588134766,151.03192138671875,10.89819902444288,9.358776729270486,10.674171440314643,731.3258364671788,578.3264582713682,"outside_board,angle"
426,427,9.51595,1789749914081954,19.632516860961914,142.4775848388672,8.364314568612405,10.674171440314643,11.615829340745478,578.3264582713682,648.4580662505151,"outside_board,angle"
427,428,9.533865,1789749914099867,11.40458869934082,134.2782745361328,6.570068337378659,11.615829340745478,11.090641157341846,648.4580662505151,568.6341856717518,"outside_board,angle"
428,429,9.553375,1789749914119371,4.495996952056885,125.60223388671875,0.5764297982352932,11.090641157341846,8.464066299604731,568.6341856717518,680.8837824474886,"outside_board,angle"
478,479,10.382207,1789749914948225,11.755060195922852,62.43189239501953,6.48451440332095,10.05362124048008,12.62388458613313,565.9548097545643,657.2201471331284,"outside_board,angle"
479,480,10.401419,1789749914967433,23.58083152770996,66.84931182861328,0.6712547446420881,12.62388458613313,13.16550460962856,657.2201471331284,782.31057161023,"outside_board,angle"
480,481,10.418244,1789749914984262,35.967105865478516,71.31145477294922,8.232700303688365,13.16550460962856,11.862404417163173,782.31057161023,850.5954694653071,"outside_board,angle"
481,482,10.432202,1789749914998208,46.43668746948242,76.88859558105469,0.7972469008215455,11.862404417163173,12.989411358463727,850.5954694653071,713.6647084480923,"outside_board,angle"
482,483,10.450395,1789749915016409,57.81486511230469,83.15452575683594,4.504491572692324,12.989411358463727,11.846187358442627,713.6647084480923,606.0980996900806,angle
483,484,10.470056,1789749915035954,67.71077728271484,89.66629028320312,4.156197857979862,11.846187358442627,10.727113355859819,606.0980996900806,907.1554634976592,angle
484,485,10.481763,1789749915047779,76.2209243774414,96.19686126708984,16.745878800073573,10.727113355859819,6.909507602540336,907.1554634976592,396.6194594191112,angle
485,486,10.499189,1789749915065200,80.25799560546875,101.8042984008789,59.11505293629488,6.909507602540336,4.988761392353671,396.6194594191112,293.50834808223044,
488,489,10.549998,1789749915116013,67.02436065673828,115.37022399902344,3.513616078083334,7.644264057817346,8.950157207084933,412.7795268544385,510.4458313610661,"cooldown,angle"
489,490,10.567538,1789749915133547,60.29473114013672,121.2708511352539,5.653276661498137,8.950157207084933,9.94909341784887,510.4458313610661,543.2210438355921,"cooldown,angle"
490,491,10.585844,1789749915151862,53.49652099609375,128.53506469726562,3.9662315203252496,9.94909341784887,10.358967774582807,543.2210438355921,728.8888104828882,"cooldown,outside_board,angle"
491,492,10.600067,1789749915166074,46.958351135253906,136.5700225830078,9.792279452947843,10.358967774582807,11.156541010479902,728.8888104828882,643.6218420722224,"cooldown,outside_board,angle"
551,552,11.600787,1789749916166807,43.69579315185547,42.039615631103516,0.07572303896645684,20.53069881865643,16.87868781919022,1183.8714576551972,898.6151210770494,"outside_board,angle"
552,553,11.619587,1789749916185590,60.11867141723633,45.93566131591797,6.636041197195008,16.87868781919022,16.91889576421039,898.6151210770494,1175.3314181459111,"outside_board,angle"
553,554,11.633962,1789749916199985,76.01907348632812,51.71720504760742,6.634302975800009,16.91889576421039,17.725434847335446,1175.3314181459111,1037.8496895213682,"outside_board,angle"
554,555,11.651043,1789749916217064,91.86611938476562,59.65837478637695,2.784915954355613,17.725434847335446,15.390001978002402,1037.8496895213682,1176.7855924455118,"outside_board,angle"
555,556,11.664124,1789749916230142,105.27397155761719,67.21361541748047,4.056089212989588,15.390001978002402,14.431596793876645,1176.7855924455118,738.189094315941,angle
556,557,11.683674,1789749916249692,117.31423950195312,75.16992950439453,3.264231454407489,14.431596793876645,13.111891016947013,738.189094315941,869.315853407612,angle
557,558,11.698766,1789749916264775,127.8241195678711,83.00983428955078,5.5002372110152375,13.111891016947013,12.227222350310793,869.315853407612,674.2333802211631,angle
558,559,11.716904,1789749916282910,136.87901306152344,91.22651672363281,3.6809443715201917,12.227222350310793,11.978959483527783,674.2333802211631,618.9077490843598,angle
559,560,11.736248,1789749916302265,145.21495056152344,99.82928466796875,8.20427026053807,11.978959483527783,9.875973940853035,618.9077490843598,939.4952379045885,angle
560,561,11.74675,1789749916312777,151.0050048828125,107.82991790771484,41.90838747493062,9.875973940853035,6.401356165573276,939.4952379045885,320.5967929870925,
563,564,11.801195,1789749916367222,140.49684143066406,125.12661743164062,0.9252420682105467,8.292093337772824,8.809675936781417,537.2962701855001,546.5059514132394,"cooldown,angle"
